url issues,url_api comment,url_html comment,user create comment,body,created_at,updated_at
https://api.github.com/repos/hyperledger/grid-rfcs/issues/5,https://api.github.com/repos/hyperledger/grid-rfcs/issues/comments/476688857,https://github.com/hyperledger/grid-rfcs/pull/5#issuecomment-476688857,davececchi,Sent to some folks at GS1 for review as well.,2019-03-26 15:00:42,2019-03-26 15:00:42
