url issues,url_api comment,url_html comment,user create comment,body,created_at,updated_at
https://api.github.com/repos/hyperledger/sawtooth-devmode/issues/3,https://api.github.com/repos/hyperledger/sawtooth-devmode/issues/comments/459046654,https://github.com/hyperledger/sawtooth-devmode/pull/3#issuecomment-459046654,rberg2,"You can see by the build times, this this cron syntax does work to prevent non-master builds from running automatically [PR-3](https://build.sawtooth.me/job/Sawtooth-Hyperledger/job/sawtooth-devmode/view/change-requests/job/PR-3/)",2019-01-30 18:04:24,2019-01-30 18:04:24
