Sender,channel,repository,url_html,is merged
qiming,minikube,website,https://github.com/kubernetes/website/pull/6225,False
radhikapc,minikube,website,https://github.com/kubernetes/website/pull/6584,True
chen-li,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52765,True
bentheelder,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/6031,True
lukaszo,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55315,False
sbower,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/57163,False
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52747,True
surajnarwade,minikube,kompose,https://github.com/kubernetes/kompose/pull/714,True
jberkus,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56967,True
shyamjvs,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/54166,True
nikhita,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53426,True
spiffxp,minikube,sig-release,https://github.com/kubernetes/sig-release/pull/68,True
runcom,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/57037,True
zcorleissen,minikube,website,https://github.com/kubernetes/website/pull/6140,False
caesarxuchao,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55127,True
marun,minikube,federation,https://github.com/kubernetes/federation/pull/158,True
shyamjvs,minikube,community,https://github.com/kubernetes/community/pull/794,True
steveperry-53,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/50532,True
jberkus,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56824,True
dims,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/5986,True
jorge,minikube,community,https://github.com/kubernetes/community/pull/1461,True
deads2k,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/45088,True
qiming,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/54066,True
ntfrnzn,minikube,autoscaler,https://github.com/kubernetes/autoscaler/pull/414,True
marun,minikube,federation,https://github.com/kubernetes/federation/pull/157,True
spiffxp,minikube,sig-release,https://github.com/kubernetes/sig-release/pull/47,True
xhu,minikube,examples,https://github.com/kubernetes/examples/pull/164,True
dims,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53546,False
marun,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/51026,False
jberkus,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56687,True
fejta,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56150,True
spiffxp,minikube,community,https://github.com/kubernetes/community/pull/598,False
pires,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55119,True
jdumars,minikube,sig-release,https://github.com/kubernetes/sig-release/pull/58,True
liggitt,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/44076,True
surajnarwade,minikube,kompose,https://github.com/kubernetes/kompose/pull/626,True
msau42,minikube,community,https://github.com/kubernetes/community/pull/1168,True
roberthbailey,minikube,website,https://github.com/kubernetes/website/pull/6843,True
micahhausler,minikube,website,https://github.com/kubernetes/website/pull/6692,True
tpepper,minikube,community,https://github.com/kubernetes/community/pull/1496,True
sttts,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55885,False
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52616,False
porridge,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/54294,False
pipejakob,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/5986,True
ixdy,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/6021,True
luxas,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/54573,True
brancz,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56206,True
cdrage,minikube,kompose,https://github.com/kubernetes/kompose/pull/763,False
plange,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/44901,True
seans,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52382,True
cmluciano,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/51959,True
pwittrock,minikube,community,https://github.com/kubernetes/community/pull/537,True
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55921,True
heckj,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52863,True
shiywang,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56331,True
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52747,True
shiywang,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/48807,True
ianlewis,minikube,dashboard,https://github.com/kubernetes/dashboard/pull/1539,True
plange,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/44901,True
feisky,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56918,True
fish,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/49840,True
jiangtianli,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55496,True
rrm,minikube,website,https://github.com/kubernetes/website/pull/6593,True
liggitt,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/49502,True
surajnarwade,minikube,kompose,https://github.com/kubernetes/kompose/pull/739,True
krousey,minikube,kube-deploy,https://github.com/kubernetes/kube-deploy/pull/306,False
spiffxp,minikube,community,https://github.com/kubernetes/community/pull/1525,True
dims,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53749,True
qiming,minikube,website,https://github.com/kubernetes/website/pull/6214,True
mbohlool,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/57412,True
gnufied,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56639,True
resouer,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53122,True
resouer,minikube,community,https://github.com/kubernetes/community/pull/985,True
nhumrich,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56591,False
resouer,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/54405,True
yolandeamate,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/54493,True
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55382,True
nikhita,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53287,False
cdrage,minikube,kompose,https://github.com/kubernetes/kompose/pull/704,True
jberkus,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56959,True
ixdy,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/3903,True
enisoc,minikube,sig-release,https://github.com/kubernetes/sig-release/pull/49,True
dims,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55665,True
soltysh,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/41901,True
colemickens,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55833,True
kk.sriram,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55684,True
cblecker,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/5970,True
jorge,minikube,community,https://github.com/kubernetes/community/pull/1509,True
sgordon,minikube,website,https://github.com/kubernetes/website/pull/6047,True
soltysh,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/48454,True
vikasc,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/55692,True
luxas,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53205,True
krallistic,minikube,community,https://github.com/kubernetes/community/pull/913,True
spiffxp,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/6062,True
jvallejo,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/50113,False
derekwaynecarr,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/50859,True
cdrage,minikube,kompose,https://github.com/kubernetes/kompose/pull/869,False
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/45136,True
dims,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53647,True
spiffxp,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/5656,True
ericchiang,minikube,community,https://github.com/kubernetes/community/pull/1503,True
idvoretskyi,minikube,sig-release,https://github.com/kubernetes/sig-release/pull/49,True
spiffxp,minikube,community,https://github.com/kubernetes/community/pull/1498,True
sttts,minikube,k8s.io,https://github.com/kubernetes/k8s.io/pull/94,True
spiffxp,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/6063,True
qiming,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56398,False
jorge,minikube,community,https://github.com/kubernetes/community/pull/1421,True
steveperry-53,minikube,website,https://github.com/kubernetes/website/pull/6103,True
liggitt,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/57899,False
pwittrock,minikube,community,https://github.com/kubernetes/community/pull/1028,True
mikedanese,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/48826,True
caoshufeng,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/51401,True
angel,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/53580,True
qiming,minikube,website,https://github.com/kubernetes/website/pull/6264,True
suyogbarve,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/44908,True
spiffxp,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/6019,True
verb,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/46151,True
renaud,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52612,False
pmorie,minikube,federation,https://github.com/kubernetes/federation/pull/149,False
spzala,minikube,website,https://github.com/kubernetes/website/pull/6592,True
soltysh,minikube,community,https://github.com/kubernetes/community/pull/583,True
jberkus,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/56622,True
sttts,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/4134,False
szymon.scharmach,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/52709,False
colemickens,minikube,website,https://github.com/kubernetes/website/pull/6066,True
bentheelder,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/5804,True
steveperry-53,minikube,website,https://github.com/kubernetes/website/pull/6366,True
chrislovecnm,minikube,test-infra,https://github.com/kubernetes/test-infra/pull/6113,True
fabrizio.pandini,minikube,website,https://github.com/kubernetes/website/pull/6103,True
rickypai,minikube,kubernetes,https://github.com/kubernetes/kubernetes/pull/46646,True
spiffxp,minikube,sig-release,https://github.com/kubernetes/sig-release/pull/52,True
chrislovecnm,minikube,kops,https://github.com/kubernetes/kops/pull/4185,False
qiming,minikube,website,https://github.com/kubernetes/website/pull/6443,False
jaypipes,minikube,community,https://github.com/kubernetes/community/pull/782,False
