Sender,channel,repository,url_html
qasim.sarfraz,kubernetes-careers,minikube,https://github.com/kubernetes/minikube/issues/2199
deads2k,kubernetes-careers,kubeadm,https://github.com/kubernetes/kubeadm/issues/642
